ID,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_7,Q8_8,Q8_9,Q8_10,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_11,Q11_12,Q11_7,Q11_8,Q11_9,Q11_10,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_15,Q14_14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q15_16,Q15_17,Q15_18,Q15_19,Q15_20,Q15_21,Q15_22,Q15_23,Q17,Q18,Q19,Q20,Q21,Q23,Q26,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10
1784,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,69,3,11,9,5,7,8,1,4,6,4,2,4,3,3,6,1
1785,8,6,1,1,1,1,1,,,,,,1,,1,1,,,1,,,,,,1,1,1,1,,,,,1,,1,,1,1,1,,,,,,,,1,,1,1,1,,,,1,,,,1,1,1,,1,,,1,,,,,,,,,,1,,1,,,1,,,1,1,,1,,1,,1,,,,1,1,,1,,1,1,,22,4,13,12,9,3,1,7,1,6,7,7,7,7,6,1,1
1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,2,1,,,,,1,,,,,,,,,1,,1,,,,,1,,,1,1,,,,,,1,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,1,,1,,,,,1,1,,,1,,,,1,,,,,,,1,,,1,1,,,,37,3,10,8,4,3,1,5,4,5,3,5,4,5,2,5,3
1790,7,5,,1,,1,1,,1,,,,1,,,,,,,1,,1,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,1,,1,,,,1,,1,,,,1,,46,3,4,8,1,3,1,4,4,4,4,4,5,4,2,4,4
1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,6,3,,1,1,1,,,,,1,1,1,1,,1,,,1,,1,1,1,,1,1,,1,1,,1,1,1,1,1,,1,1,,,1,1,1,,,,1,1,,1,1,1,1,1,,1,,,1,1,,1,,,1,1,1,,1,1,,1,,,1,1,,1,,,,,,,1,1,1,,1,,1,1,1,,1,,,1,,1,1,,16,2,4,14,1,2,4,4,6,6,4,6,4,4,3,4,6
1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,5,2,,1,,1,,,1,,1,1,,1,,,,1,,,,,1,1,1,1,,1,,,,,1,,,,1,,,,,1,1,,,1,,1,,1,,,,,,,,,1,,,1,,,1,1,,,,1,,1,,,,,1,1,,1,,,,,1,,,,,1,,,,,1,,1,,1,,,,34,1,15,13,10,3,4,5,4,7,4,5,3,6,2,3,3
1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,1,1,,,,,1,,,,1,,,,,,,1,,1,,1,,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,1,,,,1,,1,1,,,,1,,1,,,,,,,,,,,,,66,3,11,9,5,6,8,2,4,3,4,4,3,3,4,4,3
1798,8,3,1,,1,,1,,1,1,1,,1,1,1,,,,,1,1,,1,,1,,1,,1,,,,,,1,1,1,,,,,,,,,,,1,1,,1,,1,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,1,,,1,,1,,,1,,1,1,,,33,3,2,1,1,3,1,4,4,4,5,5,5,4,5,5,5
1799,1,1,,,1,,,,,,,,1,,,1,,,,,,,1,,1,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,1,1,,,,,,,20,2,6,4,7,5,4,5,2,7,2,5,7,6,1,7,1
1800,2,1,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,44,3,10,8,4,2,3,5,4,5,5,6,4,5,3,4,5
1801,2,1,,,,1,1,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,1,1,,,,,,,,,,,,65,3,11,9,5,3,1,5,2,5,2,5,4,5,3,6,3
1802,4,1,,1,1,1,,,,,,,1,1,,,,1,1,,1,,1,,1,,,1,,,1,1,1,,,,,1,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,1,,1,,23,1,1,15,1,2,1,7,1,7,1,7,1,7,1,1,1
1803,2,1,,1,,,,,,,,,,,1,,,,,1,,1,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,32,3,9,7,11,6,2,6,2,6,2,7,2,7,5,6,2
1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,2,1,,1,,,,,,,,,1,1,,,,1,,,,,1,1,1,1,,,,,,,1,,,,1,,,,1,,,,,,,,,1,1,1,1,,,1,,,1,,,1,,,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,51,2,2,1,1,3,3,6,6,2,7,4,2,4,7,1,4
1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,2,1,,,,,1,,,,,,1,,,,,1,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,68,5,8,6,3,3,3,2,5,4,3,5,4,6,3,6,3
1809,4,2,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,61,4,4,14,1,2,8,2,1,4,5,5,5,7,2,6,3
1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,2,1,,1,,,,,1,,,,,1,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,1,,,,1,,,,43,1,4,14,1,5,1,3,4,6,2,6,5,6,3,5,3
1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,8,4,1,,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,28,3,13,12,9,7,5,3,3,3,3,3,3,3,3,2,3
1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,41,1,8,6,3,4,1,4,3,5,3,5,5,4,3,5,4
1821,6,3,,,,,1,,,1,,,1,,,,,1,,1,,,1,1,1,,1,,1,,,,1,,,,,,,,,,1,,,,,1,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,1,,,1,1,,,,,1,,1,,,1,,,,,1,,1,1,,,1,,,,45,2,4,14,1,5,2,5,3,6,1,6,4,5,1,6,2
1822,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,28,1,8,6,3,2,2,4,4,6,5,6,4,5,2,4,6
1823,3,2,,,,,1,,1,,,1,,,,,,,,1,,,,1,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,27,3,5,3,1,6,1,5,2,5,2,6,3,6,2,6,4
1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,8,3,,,1,1,1,,1,,,1,1,1,,1,,1,,,,,1,,,1,,,,,,,1,,,,1,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,1,1,,,,,1,,1,,,,1,,,,,,,,,1,,,,1,,,,,,,1,,,,,18,2,14,11,6,2,4,3,4,6,2,4,6,6,3,6,5
1826,6,2,,1,,1,1,,,,,,,1,,,,1,,,,,1,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,1,1,,,,,,,1,,,1,,,,1,1,1,,,,,,,1,,,1,,,,,,1,,,,,,,1,,,,,1,,,,1,,,17,2,6,4,7,3,1,5,4,5,4,4,4,5,2,3,2
1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46,3,15,13,10,1,6,6,2,6,5,5,5,6,4,6,5
1829,5,2,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,70,3,11,9,5,3,8,2,6,2,4,4,6,6,4,6,3
1830,8,4,,1,,1,1,,1,,1,,1,,1,1,,1,,,,1,,1,1,,1,1,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,1,1,,1,1,,,,,,,,,1,,,,1,,1,,1,,,,,1,1,,52,3,15,13,10,5,6,5,5,6,3,6,5,6,2,6,2
1831,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,16,2,6,4,7,1,4,7,7,4,4,4,7,1,7,5,1
1832,2,1,,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,69,3,11,9,5,5,8,5,4,5,5,3,5,5,3,5,3
1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,1,1,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48,3,15,13,10,2,6,5,3,5,4,4,4,6,4,4,4
1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,6,2,,,1,,1,,,,,1,,1,1,,,1,,,,1,,1,1,1,,1,,,,,,1,,,,1,,,1,,1,,,1,,,,,,,,,,,,1,,,,,,,1,1,1,,,1,,,1,1,1,1,,,,1,1,,1,,1,1,1,1,1,,1,1,,,1,,1,,,,,,25,1,8,6,3,5,1,4,2,6,1,5,1,6,1,4,1
1839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,18,2,14,11,6,2,4,4,2,4,2,3,3,4,2,4,2
1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,3,2,,,,1,1,,,,1,,,,,1,,,,,,1,1,,,,1,,,,1,,,,,,,,,,,1,,1,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,40,3,7,5,2,3,1,5,2,6,2,5,4,6,2,5,3
1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,1,1,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,66,3,8,6,3,6,8,1,1,7,1,4,1,7,1,7,1
1848,5,2,,,,,1,,1,,,,,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,1,,,,1,,,,,,,,1,1,1,,1,,40,3,8,6,3,6,1,4,4,5,3,5,5,5,3,5,4
1849,2,1,,,,1,,,,,,,,,1,,,,,,,1,,,1,1,1,,1,,1,,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,1,1,,,1,,1,,,1,,,,1,,,,,,,,,,1,,1,,,,,,,,1,,,1,,,1,,30,1,10,8,4,6,1,3,3,3,2,6,6,4,5,5,4
1850,2,1,,,1,1,,,1,,,1,,1,,,,1,,,,1,1,1,1,1,,,,,,,1,,,,1,1,1,,,,1,,,1,,,,,1,,,,,,,,1,,1,1,,,1,1,,,,,,,1,1,1,1,1,1,,,,,1,,,,,1,1,,1,,,,,1,1,,,,,,27,2,8,6,3,4,1,4,1,6,2,2,3,7,1,3,4
1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,1,1,,,1,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,69,3,11,9,5,3,6,6,4,4,5,4,4,7,1,3,2
1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,49,2,7,5,2,5,1,6,4,6,3,6,2,7,1,4,1
1856,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,83,3,4,14,1,5,8,4,2,7,1,3,5,6,1,6,3
1857,7,2,,,,,1,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,1,,,,1,1,1,,,1,,1,,,,1,,,1,1,,,,67,3,2,1,1,2,2,1,1,7,7,5,7,5,1,7,1
1858,2,2,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,68,3,11,9,5,5,8,3,4,6,3,4,5,4,2,4,6
1859,3,1,,,1,1,,1,,,,1,,1,,,,1,,,,1,,,1,,,,,,,,,,,,1,,,,,,1,1,,1,,1,,,1,,,1,,,,1,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,1,,,,,1,,,,1,,,,1,,,,31,3,5,3,1,3,1,6,3,6,3,5,2,6,2,5,4
1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,6,1,,,1,,,,,,1,1,1,,,,,1,,1,,,1,,,1,,1,,,,,,1,1,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,25,4,6,4,7,3,1,2,3,7,5,4,7,7,5,4,7
1862,4,2,,,,1,1,,1,,1,,1,1,,,,,,,,1,1,1,1,,1,,,,,,1,,,,1,1,,,,1,,,,,,1,,1,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,1,1,,,,50,4,7,5,2,3,1,6,1,4,1,6,4,7,1,5,1
1863,2,1,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,45,4,10,8,4,4,6,7,4,5,1,7,7,4,2,7,5
1864,1,1,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,36,3,10,8,4,3,3,4,5,4,3,5,3,3,5,3,3
1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,4,2,,,1,1,1,,,,1,1,,,,,,,1,1,,,1,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,17,2,14,11,6,2,4,5,3,5,4,4,5,5,2,4,2
1872,7,4,,,1,1,1,,1,,1,,1,1,,,,,,1,1,,1,1,,,,1,1,,,,,1,,,1,1,,1,,1,1,,,,,1,,,,,,,,,,,1,,1,,1,,1,1,1,,,1,1,,,,,1,,1,,1,,,,1,1,,1,,,,1,1,,,1,,,,,,1,,17,2,4,14,1,2,2,7,1,5,5,7,3,7,1,6,1
1873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,1,1,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,65,3,11,9,5,3,2,5,3,4,5,4,3,4,4,3,3
